[2026-05-24 15:32:04] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:01] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:01] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:01] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:01] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:01] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:01] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:01] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:01] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:01] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:01] Connections checked: 105 | External: 4 | Suspicious: 0

[2026-05-24 15:34:07] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:07] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:07] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:07] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:07] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:07] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:07] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:07] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:07] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:07] Connections checked: 104 | External: 4 | Suspicious: 0

[2026-05-24 15:34:12] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:12] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:12] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:12] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:12] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:12] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:12] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:12] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:12] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:12] Connections checked: 104 | External: 4 | Suspicious: 0

[2026-05-24 15:34:17] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:17] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:17] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:17] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:17] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:17] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:17] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:17] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:17] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:17] Connections checked: 104 | External: 4 | Suspicious: 0

[2026-05-24 15:34:22] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:22] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:22] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:22] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:22] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:22] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:22] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:22] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:22] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:22] Connections checked: 104 | External: 4 | Suspicious: 0

[2026-05-24 15:34:27] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:27] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:27] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:27] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:34:27] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 192.168.137.41:55364 | REMOTE: 128.85.75.152:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:27] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:34:27] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:27] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:27] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:34:27] Connections checked: 104 | External: 4 | Suspicious: 0

[2026-05-24 15:34:32] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 192.168.137.41:63517 | REMOTE: 20.189.173.8:443 | STATUS: TIME_WAIT
[2026-05-24 15:34:32] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:32] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:34:32] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:34:32] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:34:32] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
